The average c_Ia, ET, Fc, M_relative and TmpSoil values are estimated by DHM-WM global water balance routine as below:
date	c_Ia	ET(mm)	Fc(mm)	M_rel	TmpSoil(C)
20040802	0.114	4.03	0.11	0.39	22.39
20040803	0.000	3.57	0.00	0.40	22.51
20040804	0.113	3.68	0.00	0.39	22.60
20040805	0.114	3.52	0.00	0.38	22.45
20040806	0.115	3.15	0.00	0.38	22.06
20040807	0.000	3.78	0.00	0.37	21.87
20040808	0.000	2.98	0.00	0.37	21.95
20040809	0.000	3.20	0.00	0.36	21.55
20040810	0.118	1.17	3.17	0.36	21.37
20040811	0.104	1.62	0.03	0.43	21.18
20040812	0.104	1.53	0.21	0.43	20.90
20040813	0.102	1.81	0.01	0.45	20.79
20040814	0.102	2.91	0.00	0.45	20.96
20040815	0.000	2.73	0.00	0.44	20.92
20040816	0.000	1.99	0.00	0.43	21.02
20040817	0.105	2.85	0.01	0.43	21.06
20040818	0.105	2.87	0.00	0.43	21.14
20040819	0.000	3.52	0.00	0.43	21.28
20040820	0.107	4.97	0.12	0.42	21.35
20040821	0.105	3.03	0.31	0.43	21.37
20040822	0.102	3.02	0.00	0.45	21.34
20040823	0.103	2.65	0.00	0.44	21.37
20040824	0.000	3.01	0.00	0.44	21.38
20040825	0.000	3.02	0.00	0.43	21.32
20040826	0.106	3.16	0.00	0.42	21.38
20040827	0.107	3.48	0.00	0.42	21.44
20040828	0.108	3.11	0.00	0.41	21.61
20040829	0.109	4.15	0.69	0.41	21.59
20040830	0.105	2.97	0.01	0.43	21.60
20040831	0.105	3.35	0.00	0.43	21.63
20040901	0.106	2.56	0.00	0.42	21.58
20040902	0.107	3.88	0.20	0.42	21.53
20040903	0.000	2.89	0.00	0.43	21.43
20040904	0.105	3.25	0.00	0.43	21.37
20040905	0.106	2.84	0.01	0.42	21.08
20040906	0.106	0.78	16.07	0.42	20.84
20040907	0.089	0.97	0.18	0.55	20.72
20040908	0.092	2.11	0.00	0.55	20.69
20040909	0.000	3.65	0.00	0.55	20.48
20040910	0.098	1.09	0.00	0.54	20.46
20040911	0.099	2.53	0.00	0.53	20.40
20040912	0.000	2.35	0.00	0.53	20.08
20040913	0.101	1.01	0.03	0.53	20.00
20040914	0.100	1.87	0.01	0.53	20.01
20040915	0.000	1.01	0.00	0.53	20.18
20040916	0.101	2.28	0.69	0.53	20.24
20040917	0.097	3.65	0.02	0.55	20.08
20040918	0.000	3.89	0.00	0.55	19.81
20040919	0.000	3.58	0.00	0.54	19.34
20040920	0.000	2.78	0.00	0.53	19.15
20040921	0.000	3.13	0.00	0.53	19.25
20040922	0.000	3.24	0.00	0.52	19.31
20040923	0.000	3.56	0.00	0.51	19.25
20040924	0.000	3.12	0.00	0.51	19.30
20040925	0.000	2.41	0.00	0.50	19.31
20040926	0.108	2.09	0.06	0.50	19.25
20040927	0.106	0.54	17.07	0.51	19.43
20040928	0.000	3.44	0.00	0.64	19.39
20040929	0.000	2.79	0.00	0.62	19.44
20040930	0.000	2.29	0.00	0.61	19.54
20041001	0.000	2.53	0.00	0.61	19.68
20041002	0.000	2.55	0.00	0.60	19.71
20041003	0.000	2.54	0.00	0.60	19.62
20041004	0.000	2.88	0.00	0.59	19.42
20041005	0.000	2.07	0.00	0.59	19.39
20041006	0.000	2.53	0.00	0.58	19.23
20041007	0.000	2.04	0.00	0.58	19.01
20041008	0.000	2.18	0.00	0.57	18.95
20041009	0.000	0.99	0.00	0.57	18.98
20041010	0.080	0.99	0.02	0.57	18.99
20041011	0.079	0.87	0.00	0.57	19.04
20041012	0.079	1.41	0.00	0.57	18.65
20041013	0.079	1.44	0.00	0.57	18.34
20041014	0.080	2.05	0.07	0.57	17.70
20041015	0.078	2.38	0.41	0.58	17.50
20041016	0.000	2.16	0.00	0.59	17.60
20041017	0.000	2.16	0.00	0.58	17.75
20041018	0.000	1.41	0.00	0.58	17.93
20041019	0.078	1.05	0.03	0.58	18.11
20041020	0.077	1.29	0.00	0.58	18.25
20041021	0.000	1.60	0.00	0.58	18.25
20041022	0.000	1.12	0.00	0.57	18.14
20041023	0.000	1.61	0.00	0.57	18.04
20041024	0.079	0.94	0.00	0.57	18.06
20041025	0.000	1.72	0.00	0.57	18.03
20041026	0.000	1.58	0.00	0.57	18.03
20041027	0.000	1.38	0.00	0.56	18.29
20041028	0.000	1.39	0.00	0.56	18.44
20041029	0.000	0.63	0.00	0.56	18.60
20041030	0.000	1.36	0.00	0.56	18.75
20041031	0.000	1.33	0.00	0.55	18.83
20041101	0.000	1.65	0.00	0.55	19.01
20041102	0.000	1.15	0.00	0.55	19.19
20041103	0.000	1.55	0.00	0.55	18.83
20041104	0.082	1.02	0.04	0.54	18.18
20041105	0.000	1.57	0.00	0.55	17.54
20041106	0.000	1.60	0.00	0.54	17.13
20041107	0.000	1.66	0.00	0.54	17.11
20041108	0.000	1.67	0.00	0.54	16.76
20041109	0.000	1.56	0.00	0.53	16.46
20041110	0.000	1.29	0.00	0.53	16.39
20041111	0.000	0.52	0.00	0.53	16.66
20041112	0.084	0.73	0.14	0.53	16.46
20041113	0.081	0.19	0.00	0.54	16.00
20041114	0.000	0.96	0.00	0.54	15.64
20041115	0.000	1.36	0.00	0.54	15.31
20041116	0.000	1.25	0.00	0.54	15.20
20041117	0.000	1.48	0.00	0.53	15.20
20041118	0.000	1.29	0.00	0.53	15.46
20041119	0.083	0.97	0.02	0.53	15.77
20041120	0.083	0.38	0.12	0.53	16.27
20041121	0.080	0.59	1.43	0.54	16.66
20041122	0.076	1.02	2.08	0.57	16.91
20041123	0.073	0.59	0.28	0.60	17.03
20041124	0.073	0.26	7.23	0.61	16.58
20041125	0.000	1.17	0.00	0.65	15.88
20041126	0.000	1.19	0.00	0.64	15.63
20041127	0.073	0.71	1.66	0.64	15.46
20041128	0.000	1.23	0.00	0.66	15.35
20041129	0.000	1.24	0.00	0.65	15.59
20041130	0.000	1.05	0.00	0.65	15.48
20041201	0.075	1.14	0.00	0.65	15.16
20041202	0.000	1.14	0.00	0.64	14.84
20041203	0.000	1.23	0.00	0.64	14.75
20041204	0.000	0.97	0.00	0.64	14.56
20041205	0.076	0.88	0.02	0.64	15.03
20041206	0.000	1.16	0.00	0.64	15.60
20041207	0.076	0.71	0.00	0.64	16.09
20041208	0.000	0.60	0.00	0.64	16.47
20041209	0.077	0.67	0.07	0.64	16.53
20041210	0.076	2.23	6.60	0.64	15.90
20041211	0.000	0.70	0.00	0.68	15.42
20041212	0.000	1.11	0.00	0.67	15.36
20041213	0.000	1.50	0.00	0.67	14.63
20041214	0.000	1.09	0.00	0.67	13.97
20041215	0.000	0.97	0.00	0.66	13.65
20041216	0.000	1.12	0.00	0.66	13.63
20041217	0.000	0.98	0.00	0.66	13.63
20041218	0.000	1.31	0.00	0.66	13.53
20041219	0.000	1.32	0.00	0.65	12.96
20041220	0.000	0.91	0.00	0.65	12.93
20041221	0.000	1.32	0.00	0.65	13.40
20041222	0.078	1.18	0.00	0.65	13.58
20041223	0.078	0.67	0.59	0.65	13.04
20041224	0.075	0.30	0.01	0.67	12.69
20041225	0.075	0.42	0.31	0.67	12.61
20041226	0.074	0.88	5.78	0.68	12.59
20041227	0.000	1.04	0.00	0.70	12.70
20041228	0.000	0.99	0.00	0.70	13.02
20041229	0.000	0.97	0.00	0.69	13.38
20041230	0.000	1.14	0.00	0.69	13.75
20041231	0.000	0.73	0.00	0.69	13.96
20050101	0.000	1.10	0.00	0.69	14.44
20050102	0.000	1.09	0.00	0.68	14.89
20050103	0.000	1.20	0.00	0.68	15.19
20050104	0.000	1.26	0.00	0.68	15.47
20050105	0.000	1.00	0.00	0.68	15.65
20050106	0.000	1.26	0.00	0.68	16.00
20050107	0.000	0.53	0.00	0.67	16.27
20050108	0.079	0.71	0.01	0.67	16.50
20050109	0.078	0.78	0.00	0.67	16.57
20050110	0.000	1.25	0.00	0.67	16.62
20050111	0.000	0.96	0.00	0.67	16.59
20050112	0.000	1.06	0.00	0.67	16.70
20050113	0.080	0.87	3.00	0.67	16.78
20050114	0.074	1.02	0.28	0.69	16.39
20050115	0.000	1.29	0.00	0.70	15.85
20050116	0.000	1.46	0.00	0.70	15.43
20050117	0.000	1.07	0.00	0.69	14.61
20050118	0.000	1.05	0.00	0.69	13.96
20050119	0.000	1.10	0.00	0.69	13.53
20050120	0.000	1.53	0.00	0.68	13.63
20050121	0.000	1.30	0.00	0.68	13.92
20050122	0.000	0.57	0.00	0.68	14.27
20050123	0.000	1.12	0.00	0.68	13.65
20050124	0.000	1.27	0.00	0.68	13.19
20050125	0.000	1.67	0.00	0.67	13.32
20050126	0.000	1.16	0.00	0.67	13.91
20050127	0.000	1.38	0.00	0.67	14.13
20050128	0.080	0.91	0.02	0.67	13.71
20050129	0.080	0.12	2.97	0.67	13.15
20050130	0.000	0.65	0.00	0.70	13.13
20050131	0.000	0.37	0.00	0.69	12.97
20050201	0.000	0.57	0.00	0.69	13.07
20050202	0.076	0.22	0.27	0.69	13.01
20050203	0.074	0.19	1.44	0.70	13.01
20050204	0.000	1.27	0.00	0.72	13.14
20050205	0.000	1.53	0.00	0.71	13.24
20050206	0.000	1.59	0.00	0.71	13.42
20050207	0.000	1.50	0.00	0.71	13.97
20050208	0.000	1.83	0.00	0.70	14.34
20050209	0.078	0.26	5.00	0.70	14.67
20050210	0.000	1.68	0.00	0.73	14.56
20050211	0.000	1.72	0.00	0.72	14.24
20050212	0.000	1.96	0.00	0.72	14.26
20050213	0.000	1.94	0.00	0.71	14.51
20050214	0.077	0.67	0.00	0.71	14.75
20050215	0.077	0.87	0.00	0.71	15.16
20050216	0.000	0.89	0.00	0.71	15.53
20050217	0.000	2.04	0.00	0.70	15.43
20050218	0.000	1.92	0.00	0.70	15.06
20050219	0.000	1.85	0.00	0.70	14.78
20050220	0.000	1.78	0.00	0.69	14.93
20050221	0.000	1.48	0.00	0.69	15.44
20050222	0.081	1.85	1.06	0.69	16.06
20050223	0.079	1.70	0.01	0.70	16.44
20050224	0.079	1.26	0.00	0.70	16.61
20050225	0.079	0.33	0.06	0.70	16.13
20050226	0.000	1.49	0.00	0.70	15.72
20050227	0.078	0.15	7.69	0.70	15.40
20050228	0.000	0.79	0.00	0.74	15.31
20050301	0.000	2.20	0.00	0.74	15.00
20050302	0.000	1.06	0.00	0.73	14.73
20050303	0.000	0.82	0.00	0.73	14.45
20050304	0.000	2.16	0.00	0.73	14.35
20050305	0.000	2.71	0.00	0.72	14.59
20050306	0.000	2.36	0.00	0.72	14.63
20050307	0.079	2.84	0.23	0.71	14.92
20050308	0.077	2.48	0.04	0.72	14.89
20050309	0.000	0.92	0.00	0.72	14.58
20050310	0.000	2.02	0.00	0.72	14.35
20050311	0.000	1.98	0.00	0.71	14.44
20050312	0.000	3.76	0.00	0.71	14.71
20050313	0.000	3.38	0.00	0.70	15.21
20050314	0.000	1.87	0.00	0.69	15.75
20050315	0.082	0.94	0.00	0.69	15.66
20050316	0.082	0.18	6.50	0.69	15.38
20050317	0.073	0.20	0.04	0.73	14.91
20050318	0.000	0.65	0.00	0.73	14.55
20050319	0.000	2.23	0.00	0.73	14.51
20050320	0.000	2.24	0.00	0.72	14.77
20050321	0.000	1.92	0.00	0.72	15.24
20050322	0.078	0.10	8.50	0.71	15.50
20050323	0.067	2.97	0.01	0.77	15.94
20050324	0.000	2.92	0.00	0.76	16.17
20050325	0.074	1.36	1.38	0.75	16.34
20050326	0.073	1.19	6.80	0.76	16.60
20050327	0.069	0.45	20.38	0.79	16.85
20050328	0.059	1.98	0.01	0.84	16.74
20050329	0.000	3.41	0.00	0.82	16.81
20050330	0.000	3.12	0.00	0.81	16.86
20050331	0.075	0.55	7.69	0.80	16.95
20050401	0.069	0.11	9.19	0.82	16.88
20050402	0.062	3.00	0.05	0.84	16.57
20050403	0.000	3.28	0.00	0.82	16.38
20050404	0.000	3.43	0.00	0.81	16.46
20050405	0.000	3.56	0.00	0.80	16.55
20050406	0.000	2.18	0.00	0.78	16.74
20050407	0.079	0.97	8.71	0.78	16.85
20050408	0.000	2.04	0.00	0.82	16.89
20050409	0.000	1.78	0.00	0.81	16.93
20050410	0.000	3.03	0.00	0.80	17.00
20050411	0.000	3.01	0.00	0.79	17.02
20050412	0.078	1.40	0.11	0.78	17.14
20050413	0.077	2.66	0.01	0.78	17.11
20050414	0.000	1.56	0.00	0.77	16.75
20050415	0.000	3.53	0.00	0.77	16.50
20050416	0.000	3.36	0.00	0.76	16.33
20050417	0.000	3.45	0.00	0.75	16.20
20050418	0.000	3.56	0.00	0.75	16.29
20050419	0.000	3.31	0.00	0.74	16.42
20050420	0.000	3.34	0.00	0.73	16.68
20050421	0.000	3.43	0.00	0.73	17.02
20050422	0.087	3.05	6.57	0.72	17.21
20050423	0.077	3.10	0.27	0.76	17.01
20050424	0.000	3.09	0.00	0.76	16.58
20050425	0.079	3.12	0.01	0.75	16.31
20050426	0.080	0.67	0.74	0.74	16.28
20050427	0.000	3.93	0.00	0.76	16.47
20050428	0.000	3.42	0.00	0.75	16.44
20050429	0.000	3.77	0.00	0.74	16.65
20050430	0.081	0.35	7.47	0.73	16.80
20050501	0.000	3.32	0.00	0.77	16.85
20050502	0.000	3.72	0.00	0.76	16.88
20050503	0.000	3.45	0.00	0.76	16.88
20050504	0.078	3.47	0.08	0.75	16.98
20050505	0.078	0.42	0.58	0.75	16.89
20050506	0.000	2.97	0.00	0.76	16.91
20050507	0.000	3.46	0.00	0.75	16.94
20050508	0.000	3.80	0.00	0.74	17.15
20050509	0.000	3.83	0.00	0.74	17.35
20050510	0.000	3.58	0.00	0.73	17.69
20050511	0.000	3.59	0.00	0.72	17.78
20050512	0.000	3.82	0.00	0.72	17.98
20050513	0.000	4.36	0.00	0.71	18.19
20050514	0.000	3.57	0.00	0.70	18.31
20050515	0.000	3.92	0.00	0.69	18.44
20050516	0.000	3.12	0.00	0.69	18.50
20050517	0.000	3.54	0.00	0.68	18.63
20050518	0.000	3.58	0.00	0.68	18.73
20050519	0.098	3.29	0.77	0.67	18.92
20050520	0.095	4.12	1.57	0.68	19.00
20050521	0.090	1.68	0.00	0.70	18.79
20050522	0.000	3.81	0.00	0.69	18.65
20050523	0.000	3.76	0.00	0.68	18.81
20050524	0.000	5.20	0.00	0.68	19.08
20050525	0.000	4.25	0.00	0.67	18.82
20050526	0.000	3.99	0.00	0.66	18.64
20050527	0.000	4.28	0.00	0.65	18.64
20050528	0.000	4.19	0.00	0.64	18.82
20050529	0.106	4.19	0.03	0.64	19.05
20050530	0.106	2.88	0.00	0.63	19.15
20050531	0.107	1.66	0.26	0.63	19.20
20050601	0.104	1.66	5.13	0.64	19.24
20050602	0.092	2.42	0.44	0.68	19.31
20050603	0.097	3.01	2.88	0.69	19.35
20050604	0.092	2.51	0.01	0.71	19.41
20050605	0.094	3.60	0.24	0.70	19.61
20050606	0.094	3.59	1.16	0.71	19.75
20050607	0.093	3.92	0.00	0.71	19.80
20050608	0.095	4.73	6.41	0.70	19.89
20050609	0.089	4.01	0.00	0.74	19.88
20050610	0.093	1.52	0.68	0.73	19.77
20050611	0.091	1.42	3.53	0.74	19.69
20050612	0.088	2.62	0.86	0.76	19.77
20050613	0.089	3.96	0.35	0.76	19.94
20050614	0.000	4.41	0.00	0.76	20.08
20050615	0.000	4.57	0.00	0.75	20.19
20050616	0.000	5.34	0.00	0.74	20.20
20050617	0.000	4.78	0.00	0.73	20.10
20050618	0.109	2.66	0.00	0.72	19.95
20050619	0.000	3.24	0.00	0.72	19.75
20050620	0.000	4.69	0.00	0.71	19.61
20050621	0.000	4.62	0.00	0.70	19.53
20050622	0.115	4.22	0.00	0.69	19.59
20050623	0.000	4.54	0.00	0.69	19.71
20050624	0.000	4.37	0.00	0.68	19.75
20050625	0.120	2.08	0.00	0.67	19.60
20050626	0.120	2.38	0.00	0.67	19.66
20050627	0.120	3.50	0.00	0.67	19.86
20050628	0.121	1.65	0.11	0.66	19.79
20050629	0.119	3.00	0.31	0.67	19.86
20050630	0.116	2.72	0.00	0.68	19.91
20050701	0.117	4.53	5.40	0.67	20.11
20050702	0.101	3.82	0.15	0.72	20.18
20050703	0.000	3.93	0.00	0.71	20.22
20050704	0.105	3.64	0.00	0.70	20.27
20050705	0.106	3.25	0.02	0.70	20.32
20050706	0.107	2.92	0.00	0.70	20.29
20050707	0.108	4.38	0.00	0.69	20.18
20050708	0.110	4.50	0.00	0.68	20.19
20050709	0.112	2.22	0.00	0.68	20.26
20050710	0.111	0.67	17.76	0.67	20.03
20050711	0.083	4.61	0.04	0.78	20.11
20050712	0.092	4.42	0.57	0.77	20.17
20050713	0.096	4.12	0.82	0.77	20.20
20050714	0.000	4.23	0.00	0.77	20.20
20050715	0.102	3.92	0.04	0.76	20.19
20050716	0.103	4.39	0.05	0.75	20.25
20050717	0.000	4.30	0.00	0.75	20.32
20050718	0.107	4.34	0.11	0.74	20.38
20050719	0.108	4.14	0.02	0.74	20.40
20050720	0.109	3.87	0.68	0.73	20.47
20050721	0.106	5.02	2.49	0.74	20.50
20050722	0.000	4.71	0.00	0.75	20.52
20050723	0.105	4.67	0.03	0.74	20.61
20050724	0.000	4.94	0.00	0.73	20.63
20050725	0.000	3.90	0.00	0.72	20.67
20050726	0.000	4.48	0.00	0.71	20.77
20050727	0.000	3.99	0.00	0.71	20.88
20050728	0.000	4.68	0.00	0.70	20.97
20050729	0.116	4.58	0.00	0.69	20.98
20050730	0.118	2.43	1.03	0.68	20.75
20050731	0.000	2.58	0.00	0.70	20.61
20050801	0.113	2.62	0.07	0.69	20.49
20050802	0.112	2.59	0.00	0.69	20.38
20050803	0.113	2.68	0.02	0.69	20.33
20050804	0.000	2.93	0.00	0.69	20.32
20050805	0.114	2.30	5.69	0.68	20.24
20050806	0.099	2.34	0.42	0.73	20.09
20050807	0.000	3.10	0.00	0.73	20.03
20050808	0.102	3.62	0.18	0.73	20.03
20050809	0.103	3.80	0.02	0.72	20.12
20050810	0.105	3.35	0.02	0.71	20.21
20050811	0.105	3.50	1.30	0.71	20.25
20050812	0.000	3.98	0.00	0.73	20.29
20050813	0.103	4.16	0.01	0.72	20.26
20050814	0.000	4.04	0.00	0.71	20.31
20050815	0.107	4.02	0.01	0.70	20.35
20050816	0.000	4.17	0.00	0.70	20.37
20050817	0.110	4.01	0.02	0.69	20.45
20050818	0.111	4.25	0.10	0.68	20.57
20050819	0.111	2.47	0.00	0.68	20.63
20050820	0.111	3.86	0.06	0.68	20.71
20050821	0.000	3.42	0.00	0.68	20.84
20050822	0.113	4.45	0.76	0.67	20.94
20050823	0.108	3.44	0.05	0.69	20.85
20050824	0.109	3.94	0.07	0.68	20.80
20050825	0.000	2.20	0.00	0.68	20.68
20050826	0.000	2.63	0.00	0.67	20.51
20050827	0.000	3.03	0.00	0.67	20.47
20050828	0.113	3.26	0.00	0.66	20.54
20050829	0.114	2.93	0.00	0.66	20.59
20050830	0.114	3.54	0.04	0.65	20.68
20050831	0.113	2.53	0.32	0.65	20.60
20050901	0.109	4.06	0.00	0.67	20.53
20050902	0.000	4.11	0.00	0.66	20.44
20050903	0.000	4.08	0.00	0.65	20.32
20050904	0.000	4.12	0.00	0.64	20.22
20050905	0.000	4.36	0.00	0.63	20.08
20050906	0.117	3.80	0.00	0.63	20.00
20050907	0.000	3.14	0.00	0.62	19.92
20050908	0.000	3.81	0.00	0.61	19.93
20050909	0.000	3.82	0.00	0.61	19.88
20050910	0.000	4.22	0.00	0.60	19.82
20050911	0.000	4.32	0.00	0.60	19.78
20050912	0.000	4.17	0.00	0.59	19.80
20050913	0.000	4.13	0.00	0.58	19.82
20050914	0.000	4.05	0.00	0.57	19.91
20050915	0.000	3.18	0.00	0.57	20.09
20050916	0.000	3.40	0.00	0.56	20.37
20050917	0.000	3.45	0.00	0.55	20.57
20050918	0.000	3.29	0.00	0.55	20.77
20050919	0.000	3.04	0.00	0.54	20.94
20050920	0.000	3.29	0.00	0.54	20.95
20050921	0.000	2.78	0.00	0.53	20.95
20050922	0.000	2.38	0.00	0.53	20.95
20050923	0.000	2.60	0.00	0.52	20.99
20050924	0.000	2.99	0.00	0.52	21.08
20050925	0.000	2.97	0.00	0.51	21.03
20050926	0.128	1.51	0.00	0.51	20.82
20050927	0.128	1.55	0.01	0.51	20.68
20050928	0.000	2.75	0.00	0.51	20.74
20050929	0.000	2.74	0.00	0.50	20.73
20050930	0.121	2.40	0.00	0.50	20.76
20051001	0.000	1.84	0.00	0.50	20.80
20051002	0.121	2.26	0.07	0.49	20.80
20051003	0.000	2.76	0.00	0.50	20.70
20051004	0.000	2.02	0.00	0.50	20.67
20051005	0.112	0.84	0.05	0.49	20.40
20051006	0.111	1.32	0.40	0.50	20.29
20051007	0.099	1.43	0.36	0.52	20.35
20051008	0.000	0.52	0.00	0.53	19.90
20051009	0.000	1.66	0.00	0.53	19.78
20051010	0.000	1.49	0.00	0.53	19.74
20051011	0.000	1.07	0.00	0.52	19.71
20051012	0.000	1.07	0.00	0.52	19.58
20051013	0.000	1.15	0.00	0.52	19.41
20051014	0.000	1.90	0.00	0.52	19.28
20051015	0.000	1.97	0.00	0.51	19.11
20051016	0.000	2.11	0.00	0.51	18.88
20051017	0.000	1.89	0.00	0.51	18.57
20051018	0.000	1.98	0.00	0.50	18.43
20051019	0.000	1.97	0.00	0.50	18.41
20051020	0.000	1.75	0.00	0.50	18.43
20051021	0.000	1.63	0.00	0.49	18.71
20051022	0.000	1.83	0.00	0.49	18.66
20051023	0.000	1.24	0.00	0.49	18.15
20051024	0.000	1.93	0.00	0.48	17.46
20051025	0.000	1.38	0.00	0.48	16.68
20051026	0.000	1.39	0.00	0.48	16.06
20051027	0.000	1.50	0.00	0.48	15.70
20051028	0.000	1.51	0.00	0.47	15.57
20051029	0.000	1.42	0.00	0.47	15.28
20051030	0.000	1.48	0.00	0.47	15.07
20051031	0.000	1.32	0.00	0.47	15.15
20051101	0.096	1.87	0.03	0.46	15.59
20051102	0.095	1.54	0.00	0.47	15.99
20051103	0.000	1.40	0.00	0.46	16.18
20051104	0.000	1.37	0.00	0.46	16.27
20051105	0.000	1.19	0.00	0.46	16.44
20051106	0.000	1.19	0.00	0.46	16.80
20051107	0.000	1.09	0.00	0.46	17.14
20051108	0.000	1.36	0.00	0.45	17.44
20051109	0.000	1.42	0.00	0.45	17.59
20051110	0.000	1.57	0.00	0.45	17.55
20051111	0.000	1.45	0.00	0.45	17.05
20051112	0.000	1.24	0.00	0.44	16.70
20051113	0.000	1.15	0.00	0.44	16.85
20051114	0.000	1.21	0.00	0.44	16.98
20051115	0.000	1.26	0.00	0.44	17.33
20051116	0.000	0.90	0.00	0.44	17.28
20051117	0.000	1.11	0.00	0.43	16.31
20051118	0.000	1.16	0.00	0.43	15.44
20051119	0.000	0.95	0.00	0.43	15.00
20051120	0.098	1.02	0.26	0.43	15.27
20051121	0.095	0.55	0.87	0.45	15.07
20051122	0.000	1.13	0.00	0.48	14.64
20051123	0.000	1.17	0.00	0.48	14.21
20051124	0.000	1.49	0.00	0.47	14.80
20051125	0.000	1.22	0.00	0.47	14.74
20051126	0.000	0.60	0.00	0.47	14.66
20051127	0.000	0.58	0.00	0.47	15.05
20051128	0.091	0.71	0.04	0.47	15.59
20051129	0.090	0.72	0.19	0.47	15.52
20051130	0.000	1.03	0.00	0.49	14.98
20051201	0.000	1.21	0.00	0.48	14.55
20051202	0.000	0.99	0.00	0.48	14.05
20051203	0.000	0.99	0.00	0.48	13.77
20051204	0.089	0.48	2.66	0.48	14.46
20051205	0.082	0.09	14.11	0.52	14.53
20051206	0.000	1.11	0.00	0.58	14.10
20051207	0.000	0.68	0.00	0.58	13.76
20051208	0.075	0.09	2.25	0.57	13.80
20051209	0.072	0.93	0.00	0.60	13.59
20051210	0.000	1.07	0.00	0.60	13.50
20051211	0.000	1.06	0.00	0.60	13.47
20051212	0.000	1.28	0.00	0.59	13.53
20051213	0.000	0.96	0.00	0.59	13.30
20051214	0.000	0.65	0.00	0.59	13.17
20051215	0.076	0.27	0.93	0.59	13.47
20051216	0.000	0.98	0.00	0.61	13.25
20051217	0.074	0.20	0.86	0.61	13.05
20051218	0.072	0.34	0.36	0.63	13.07
20051219	0.000	0.61	0.00	0.64	13.15
20051220	0.000	0.87	0.00	0.63	12.96
20051221	0.000	0.99	0.00	0.63	12.72
20051222	0.000	0.98	0.00	0.63	12.57
20051223	0.000	1.04	0.00	0.62	12.49
20051224	0.000	0.51	0.00	0.62	12.45
20051225	0.076	1.08	6.28	0.62	12.86
20051226	0.000	0.72	0.00	0.66	12.90
20051227	0.000	1.17	0.00	0.65	13.04
20051228	0.074	0.72	0.02	0.65	13.41
20051229	0.000	1.21	0.00	0.65	13.59
20051230	0.000	0.95	0.00	0.65	13.65
20051231	0.000	0.82	0.00	0.65	14.22
20060101	0.076	0.15	0.31	0.64	14.57
20060102	0.074	0.24	8.21	0.65	15.09
20060103	0.000	1.45	0.00	0.71	15.17
20060104	0.000	1.18	0.00	0.70	15.12
20060105	0.000	1.62	0.00	0.70	15.25
20060106	0.000	0.86	0.00	0.69	14.76
20060107	0.000	1.05	0.00	0.69	14.22
20060108	0.000	1.43	0.00	0.69	14.19
20060109	0.000	1.10	0.00	0.68	14.66
20060110	0.000	1.37	0.00	0.68	14.81
20060111	0.000	1.29	0.00	0.68	15.32
20060112	0.000	0.67	0.00	0.68	15.60
20060113	0.077	0.64	0.65	0.67	15.65
20060114	0.000	1.27	0.00	0.69	15.09
20060115	0.000	1.22	0.00	0.69	14.70
20060116	0.000	0.69	0.00	0.69	14.78
20060117	0.076	1.31	2.26	0.68	15.09
20060118	0.000	1.41	0.00	0.70	14.72
20060119	0.000	1.46	0.00	0.70	14.44
20060120	0.000	1.36	0.00	0.70	14.55
20060121	0.000	0.91	0.00	0.69	15.05
20060122	0.000	0.69	0.00	0.69	15.47
20060123	0.077	0.95	0.41	0.69	16.01
20060124	0.075	1.59	0.00	0.70	16.00
20060125	0.000	1.93	0.00	0.70	15.72
20060126	0.000	1.44	0.00	0.69	15.23
20060127	0.000	1.50	0.00	0.69	14.98
20060128	0.000	1.47	0.00	0.69	15.05
20060129	0.078	0.49	0.04	0.68	15.24
20060130	0.077	1.18	4.26	0.69	15.49
20060131	0.000	1.65	0.00	0.71	15.20
20060201	0.000	1.56	0.00	0.71	14.95
20060202	0.076	0.14	7.10	0.71	14.90
20060203	0.000	0.64	0.00	0.74	15.25
20060204	0.072	1.40	0.34	0.74	15.14
20060205	0.000	1.63	0.00	0.74	14.70
20060206	0.000	1.14	0.00	0.74	14.55
20060207	0.075	1.44	0.06	0.73	14.52
20060208	0.000	1.71	0.00	0.73	14.19
20060209	0.000	1.51	0.00	0.73	13.89
20060210	0.000	1.41	0.00	0.73	13.69
20060211	0.078	0.46	2.94	0.72	13.69
20060212	0.000	1.08	0.00	0.75	13.28
20060213	0.000	1.29	0.00	0.74	12.99
20060214	0.000	1.76	0.00	0.74	12.95
20060215	0.000	2.05	0.00	0.74	13.35
20060216	0.000	2.13	0.00	0.73	13.86
20060217	0.000	1.96	0.00	0.73	14.40
20060218	0.079	1.59	0.26	0.72	14.70
20060219	0.000	0.76	0.00	0.73	14.48
20060220	0.000	0.32	0.00	0.73	14.45
20060221	0.078	0.88	0.49	0.73	14.79
20060222	0.000	1.33	0.00	0.74	15.23
20060223	0.076	0.86	0.06	0.74	15.27
20060224	0.000	2.17	0.00	0.74	15.34
20060225	0.077	0.09	17.24	0.73	15.30
20060226	0.066	2.02	0.13	0.78	15.12
20060227	0.000	2.10	0.00	0.78	14.85
20060228	0.000	2.53	0.00	0.78	14.96
20060301	0.000	2.36	0.00	0.77	15.27
20060302	0.000	1.09	0.00	0.76	15.59
20060303	0.000	2.76	0.00	0.76	15.76
